,Title_SR,Genre,Tag,Title_Norm,Seasons,Episodes,Status,Duration,UserRating,Network,Title_Wiki,State
511,Take Me Out,Reality,/take_me_out,takemeout,1,8,Concluded,60 min,3.05556,,,
512,Taxi Brooklyn,Action,/taxi_brooklyn,taxibrooklyn,1,12,Concluded,60 min,3.66477,N/A,,
513,Taxi Brooklyn,Comedy,/taxi_brooklyn,taxibrooklyn,1,12,Concluded,60 min,3.66477,N/A,,
514,Taxi Brooklyn,Crime,/taxi_brooklyn,taxibrooklyn,1,12,Concluded,60 min,3.66477,N/A,,
515,Teen Mom,Reality,/Teen_Mom,teenmom,4,52,Concluded,60 min,3.60616,MTV,,
516,Teen Mom 3,Reality,/teen_mom_3,teenmom3,1,14,Concluded,60 min,3.35321,MTV,,
517,Terra Nova,Action,/Terra_Nova,terranova,1,11,Concluded,60 min,3.7971,FOX,,
518,Terra Nova,Drama,/Terra_Nova,terranova,1,11,Concluded,60 min,3.7971,FOX,,
519,Terra Nova,Science-Fiction,/Terra_Nova,terranova,1,11,Concluded,60 min,3.7971,FOX,,
520,Terriers,Comedy,/Terriers,terriers,1,13,Concluded,60 min,3.98889,FX,Terriers,California
521,Terriers,Crime,/Terriers,terriers,1,13,Concluded,60 min,3.98889,FX,Terriers,California
522,Terriers,Drama,/Terriers,terriers,1,13,Concluded,60 min,3.98889,FX,Terriers,California
523,The After,Drama,/the_after,theafter,1,1,Not Ordered,None,3.94595,Amazon,,
524,The After,Science-Fiction,/the_after,theafter,1,1,Not Ordered,None,3.94595,Amazon,,
525,The American Baking Competition,Reality,/the_american_baking_competition,theamericanbakingcompetition,1,7,Concluded,60 min,3.52083,CBS,,
526,The Big C,Comedy,/The_Big_C,thebigc,4,40,Concluded,30 min,3.96888,Showtime,The Big C,Minnesota
527,The Big C,Drama,/The_Big_C,thebigc,4,40,Concluded,30 min,3.96888,Showtime,The Big C,Minnesota
528,The Birthday Boys,Comedy,/the_birthday_boys,thebirthdayboys,2,20,Concluded,30 min,3.86667,IFC,,
529,The Boondocks,Cartoons,/The_Boondocks,theboondocks,4,55,Concluded,30 min,4.18149,N/A,,
530,The Boondocks,Comedy,/The_Boondocks,theboondocks,4,55,Concluded,30 min,4.18149,N/A,,
531,The Borgias,Drama,/The_Borgias,theborgias,3,29,Concluded,60 min,3.91932,Showtime,,
532,The Bridge,Crime,/the_bridge,thebridge,2,26,Concluded,60 min,3.80297,FX,,
533,The Bridge,Crime,/the_bridge,thebridge,2,26,Concluded,60 min,3.80297,CBS,,
534,The Bridge,Drama,/the_bridge,thebridge,2,26,Concluded,60 min,3.80297,FX,,
535,The Bridge,Drama,/the_bridge,thebridge,2,26,Concluded,60 min,3.80297,CBS,,
536,The Buried Life,Reality,/The_Buried_Life,theburiedlife,2,18,Concluded,60 min,3.1875,MTV,,
537,The Cape,Action,/The_Cape,thecape,1,10,Concluded,60 min,3.34025,NBC,,
538,The Cape,Drama,/The_Cape,thecape,1,10,Concluded,60 min,3.34025,NBC,,
539,The Carrie Diaries,Drama,/the_carrie_diaries,thecarriediaries,2,26,Concluded,60 min,3.84798,The CW,,
540,The Catalina,Reality,/the_catalina,thecatalina,1,6,Concluded,60 min,2.0,The CW,,
541,The Chicago Code,Action,/The_Chicago_Code,thechicagocode,1,13,Concluded,60 min,3.79167,FOX,,
542,The Chicago Code,Crime,/The_Chicago_Code,thechicagocode,1,13,Concluded,60 min,3.79167,FOX,,
543,The Chicago Code,Drama,/The_Chicago_Code,thechicagocode,1,13,Concluded,60 min,3.79167,FOX,,
544,The Choice,Reality,/the_choice,thechoice,1,6,Concluded,60 min,2.425,FOX,,
545,The Cleveland Show,Cartoons,/The_Cleveland_Show,theclevelandshow,4,89,Concluded,30 min,3.11812,FOX,,
546,The Cleveland Show,Comedy,/The_Cleveland_Show,theclevelandshow,4,89,Concluded,30 min,3.11812,FOX,,
547,The Closer,Crime,/The_Closer,thecloser,7,109,Concluded,60 min,4.20196,TNT,,
548,The Closer,Drama,/The_Closer,thecloser,7,109,Concluded,60 min,4.20196,TNT,,
549,The Colbert Report,Comedy,/The_Colbert_Report,thecolbertreport,10,1464,Concluded,30 min,4.34579,Comedy Central,,
550,The Crazy Ones,Comedy,/the_crazy_ones,thecrazyones,1,22,Concluded,30 min,3.78607,CBS,,
551,The Defenders,Crime,/The_Defenders,thedefenders,1,18,Concluded,60 min,3.39655,CBS,The Defenders,Nevada
552,The Defenders,Drama,/The_Defenders,thedefenders,1,18,Concluded,60 min,3.39655,CBS,The Defenders,Nevada
553,The Divide,Crime,/the_divide,thedivide,1,8,Concluded,60 min,3.57721,N/A,,
554,The Divide,Drama,/the_divide,thedivide,1,8,Concluded,60 min,3.57721,N/A,,
555,The Event,Action,/The_Event,theevent,1,22,Concluded,60 min,3.47358,NBC,,
556,The Event,Drama,/The_Event,theevent,1,22,Concluded,60 min,3.47358,NBC,,
557,The Event,Science-Fiction,/The_Event,theevent,1,22,Concluded,60 min,3.47358,NBC,,
558,The Fades,Drama,/the_fades,thefades,1,6,Concluded,60 min,3.54545,BBC America,,
559,The Fades,Fantasy,/the_fades,thefades,1,6,Concluded,60 min,3.54545,BBC America,,
560,The Finder,Crime,/the_finder,thefinder,1,13,Concluded,60 min,3.88133,FOX,,
561,The Finder,Drama,/the_finder,thefinder,1,13,Concluded,60 min,3.88133,FOX,,
562,The Firm,Drama,/the_firm,thefirm,1,22,Concluded,60 min,3.29412,NBC,,
563,The Following,Crime,/the_following,thefollowing,3,45,Concluded,60 min,3.9263,"The Following (FOX)
The ratings have been dropping each season and they apparently dropped too low to justify a fourth season.",,
564,The Following,Crime,/the_following,thefollowing,3,45,Concluded,60 min,3.92652,"The Following (FOX)
The ratings have been dropping each season and they apparently dropped too low to justify a fourth season.",,
565,The Following,Drama,/the_following,thefollowing,3,45,Concluded,60 min,3.9263,"The Following (FOX)
The ratings have been dropping each season and they apparently dropped too low to justify a fourth season.",,
566,The Following,Drama,/the_following,thefollowing,3,45,Concluded,60 min,3.92652,"The Following (FOX)
The ratings have been dropping each season and they apparently dropped too low to justify a fourth season.",,
567,The Game,Comedy,/The_Game,thegame,9,142,Current,30 min,3.79186,BET,,
568,The Game,Drama,/The_Game,thegame,9,142,Current,30 min,3.79186,BET,,
569,The Gates,Crime,/The_Gates,thegates,1,13,Concluded,60 min,3.54049,ABC,,
570,The Gates,Drama,/The_Gates,thegates,1,13,Concluded,60 min,3.54049,ABC,,
571,The Gates,Fantasy,/The_Gates,thegates,1,13,Concluded,60 min,3.54049,ABC,,
572,The Glades,Crime,/The_Glades,theglades,4,49,Concluded,60 min,3.92593,A&AMP;E,,
573,The Glades,Drama,/The_Glades,theglades,4,49,Concluded,60 min,3.92593,A&AMP;E,,
574,The Glass House,Reality,/The_Glass_House,theglasshouse,1,10,Concluded,60 min,2.87037,ABC,,
575,The Glee Project,Reality,/the_glee_project,thegleeproject,2,21,Concluded,60 min,3.37674,Oxygen,,
576,The Good Guys,Comedy,/The_Good_Guys,thegoodguys,1,20,Concluded,60 min,3.42553,FOX,The Good Guys,Texas
577,The Good Guys,Crime,/The_Good_Guys,thegoodguys,1,20,Concluded,60 min,3.42553,FOX,The Good Guys,Texas
578,The Good Guys,Drama,/The_Good_Guys,thegoodguys,1,20,Concluded,60 min,3.42553,FOX,The Good Guys,Texas
579,The Goodwin Games,Comedy,/the_goodwin_games,thegoodwingames,1,7,Concluded,30 min,3.20833,FOX,,
580,The Hard Times of RJ Berger,Comedy,/The_Hard_Times_of_RJ_Berger,thehardtimesofrjberger,2,24,Concluded,60 min,3.33333,MTV,,
581,The Inbetweeners,Comedy,/The_Inbetweeners,theinbetweeners,3,20,Concluded,30 min,3.92267,MTV,,
582,The Increasingly Poor Decisions of Todd Margaret,Comedy,/The_Increasingly_Poor_Decisions_of_Todd_Margaret,theincreasinglypoordecisionsoftoddmargaret,2,12,Hiatus,30 min,3.20408,IFC,,
583,The Jeselnik Offensive,Comedy,/the_jeselnik_offensive,thejeselnikoffensive,2,18,Concluded,30 min,3.25,Comedy Central,,
584,The Job,Reality,/the_job,thejob,1,2,Concluded,60 min,1.0,CBS,,
585,The Killing,Crime,/the_killing,thekilling,4,44,Concluded,60 min,4.05059,AMC,The Killing,Washington
586,The Killing,Drama,/the_killing,thekilling,4,44,Concluded,60 min,4.05059,AMC,The Killing,Washington
587,The Late Late Show with Craig Ferguson,Comedy,/The_Late_Late_Show_with_Craig_Ferguson,thelatelateshowwithcraigferguson,11,1604,Current,60 min,4.02577,CBS,,
588,The Life & Times of Tim,Cartoons,/The_Life_and_Times_of_Tim,thelifetimesoftim,3,30,Concluded,30 min,3.52041,HBO,,
589,The Life & Times of Tim,Comedy,/The_Life_and_Times_of_Tim,thelifetimesoftim,3,30,Concluded,30 min,3.52041,HBO,,
590,The Listener,Crime,/The_Listener,thelistener,5,65,Hiatus,60 min,3.89355,N/A,,
591,The Listener,Drama,/The_Listener,thelistener,5,65,Hiatus,60 min,3.89355,N/A,,
592,The Listener,Fantasy,/The_Listener,thelistener,5,65,Hiatus,60 min,3.89355,N/A,,
593,The Lizzie Borden Chronicles,Crime,/the_lizzie_borden_chronicles,thelizziebordenchronicles,1,8,Concluded,60 min,3.49118,Lifetime,,
594,The Lizzie Borden Chronicles,Drama,/the_lizzie_borden_chronicles,thelizziebordenchronicles,1,8,Concluded,60 min,3.49118,Lifetime,,
595,The Lottery,Drama,/the_lottery,thelottery,1,10,Concluded,60 min,3.43443,Lifetime,,
596,The Lottery,Science-Fiction,/the_lottery,thelottery,1,10,Concluded,60 min,3.43443,Lifetime,,
597,The Lying Game,Drama,/the_lying_game,thelyinggame,2,30,Concluded,60 min,3.81628,ABC Family,The Lying Game,Arizona
598,The Marriage Ref,Reality,/The_Marriage_Ref,themarriageref,2,22,Concluded,60 min,2.13462,NBC,,
599,The McCarthys,Comedy,/the_mccarthys,themccarthys,1,15,Concluded,30 min,3.18156,CBS,,
600,The Mentalist,Crime,/The_Mentalist,thementalist,7,151,Concluded,60 min,4.30441,CBS,The Mentalist,California
601,The Mentalist,Drama,/The_Mentalist,thementalist,7,151,Concluded,60 min,4.30441,CBS,The Mentalist,California
602,The Messengers,Drama,/the_messengers,themessengers,1,13,Current,60 min,3.45719,The CW,,
603,The Messengers,Drama,/the_messengers,themessengers,1,13,Current,60 min,3.45659,The CW,,
604,The Messengers,Science-Fiction,/the_messengers,themessengers,1,13,Current,60 min,3.45719,The CW,,
605,The Messengers,Science-Fiction,/the_messengers,themessengers,1,13,Current,60 min,3.45659,The CW,,
606,The Millers,Comedy,/the_millers,themillers,2,34,Current,30 min,3.38591,CBS,,
607,The Mob Doctor,Crime,/the_mob_doctor,themobdoctor,1,13,Concluded,60 min,3.30189,FOX,,
608,The Mob Doctor,Drama,/the_mob_doctor,themobdoctor,1,13,Concluded,60 min,3.30189,FOX,,
609,The Neighbors,Comedy,/the_neighbors,theneighbors,2,44,Concluded,30 min,3.63966,ABC,,
610,The New Normal,Comedy,/the_new_normal,thenewnormal,1,22,Concluded,30 min,3.57083,NBC,,
611,The Nine Lives of Chloe King,Drama,/the_nine_lives_of_chloe_king,theninelivesofchloeking,1,10,Concluded,60 min,3.59783,ABC Family,,
612,The Nine Lives of Chloe King,Fantasy,/the_nine_lives_of_chloe_king,theninelivesofchloeking,1,10,Concluded,60 min,3.59783,ABC Family,,
613,The Office,Comedy,/The_Office,theoffice,9,193,Concluded,30 min,4.36407,NBC,The Office,Pennsylvania
614,The Paul Reiser Show,Comedy,/The_Paul_Reiser_Show,thepaulreisershow,1,2,Concluded,30 min,3.0,NBC,,
615,The Pete Holmes Show,Comedy,/the_pete_holmes_show,thepeteholmesshow,1,16,Concluded,None,2.96429,TBS,,
616,The Playboy Club,Drama,/the_playboy_club,theplayboyclub,1,3,Concluded,60 min,3.09615,NBC,,
617,The Quest,Fantasy,/The_Quest,thequest,1,10,Hiatus,60 min,3.33478,ABC,,
618,The Quest,Reality,/The_Quest,thequest,1,10,Hiatus,60 min,3.33478,ABC,,
619,The Returned,Crime,/the_returned,thereturned,2,9,Hiatus,60 min,4.094,A&E,,
620,The Returned,Drama,/the_returned,thereturned,2,9,Hiatus,60 min,4.094,A&E,,
621,The Returned,Fantasy,/the_returned,thereturned,2,9,Hiatus,60 min,4.094,A&E,,
622,The River,Drama,/The_River,theriver,1,8,Concluded,60 min,3.51977,ABC,,
623,The River,Fantasy,/The_River,theriver,1,8,Concluded,60 min,3.51977,ABC,,
624,The Secret Circle,Drama,/the_secret_circle,thesecretcircle,1,22,Concluded,60 min,3.72502,The CW,,
625,The Secret Circle,Fantasy,/the_secret_circle,thesecretcircle,1,22,Concluded,60 min,3.72502,The CW,,
626,The Shadow Line,Drama,/the_shadow_line,theshadowline,1,7,Concluded,None,4.05882,DirecTV,,
627,The Sing-Off,Reality,/The_Sing-Off,thesingoff,5,29,Hiatus,60 min,3.83333,NBC,,
628,The Taste,Reality,/the_taste,thetaste,3,23,Concluded,60 min,3.69828,PivotAPivotBPivotCPivot,,
629,The Tonight Show with Jay Leno,Comedy,/The_Tonight_Show_with_Jay_Leno,thetonightshowwithjayleno,22,2091,Concluded,60 min,2.64286,N/A,,
630,The White Queen,Drama,/the_white_queen,thewhitequeen,1,10,Concluded,60 min,3.89789,Starz,,
631,The Whole Truth,Action,/The_Whole_Truth,thewholetruth,1,9,Concluded,60 min,3.0641,ABC,,
632,The Whole Truth,Crime,/The_Whole_Truth,thewholetruth,1,9,Concluded,60 min,3.0641,ABC,,
633,The Whole Truth,Drama,/The_Whole_Truth,thewholetruth,1,9,Concluded,60 min,3.0641,ABC,,
634,The Wil Wheaton Project,Comedy,/the_wil_wheaton_project,thewilwheatonproject,1,12,Concluded,60 min,3.22167,Syfy,,
635,The X Factor,Reality,/The_X_Factor,thexfactor,11,259,Hiatus,60 min,3.65774,FOX,,
636,Those Who Kill,Crime,/those_who_kill,thosewhokill,1,10,Concluded,60 min,3.8125,A&E,,
637,Those Who Kill,Drama,/those_who_kill,thosewhokill,1,10,Concluded,60 min,3.8125,A&E,,
638,Tia & Tamera,Reality,/tia_and_tamera,tiatamera,3,40,Concluded,60 min,3.79245,E!,,
639,Totally Biased with W. Kamau Bell,Comedy,/totally_biased_with_w_kamau_bell,totallybiasedwithwkamaubell,2,64,Concluded,30 min,4.83333,FXX,,
640,Traffic Light,Comedy,/traffic_light,trafficlight,1,13,Concluded,30 min,2.69333,FOX,,
641,Treme,Drama,/Treme,treme,4,36,Concluded,60 min,4.03571,HBO,Treme,Louisiana
642,Trophy Wife,Comedy,/trophy_wife,trophywife,1,22,Concluded,30 min,3.77991,N/A,,
643,True Beauty,Reality,/True_Beauty,truebeauty,2,16,Concluded,None,2.5625,ABC,,
644,True Blood,Drama,/True_Blood,trueblood,7,88,Concluded,60 min,4.00482,HBO,True Blood,Louisiana
645,True Blood,Fantasy,/True_Blood,trueblood,7,88,Concluded,60 min,4.00482,HBO,True Blood,Louisiana
646,Twisted,Drama,/twisted,twisted,1,19,Concluded,60 min,3.60506,ABC Family,,
647,Two and a Half Men,Comedy,/Two_and_a_Half_Men,twoandahalfmen,12,262,Concluded,30 min,3.69111,CNNCCNNBCNNSCNN,Two and a Half Men,California
648,Ugly Americans,Cartoons,/Ugly_Americans,uglyamericans,2,31,Concluded,30 min,3.89211,Comedy Central,,
649,Ugly Americans,Comedy,/Ugly_Americans,uglyamericans,2,31,Concluded,30 min,3.89211,Comedy Central,,
650,Undercovers,Action,/Undercovers,undercovers,1,11,Concluded,60 min,3.39837,NBC,,
651,Undercovers,Crime,/Undercovers,undercovers,1,11,Concluded,60 min,3.39837,NBC,,
652,Undercovers,Drama,/Undercovers,undercovers,1,11,Concluded,60 min,3.39837,NBC,,
653,Underemployed,Comedy,/underemployed,underemployed,1,12,Concluded,30 min,3.52825,MTV,,
654,Underemployed,Drama,/underemployed,underemployed,1,12,Concluded,30 min,3.52825,MTV,,
655,Unforgettable,Crime,/unforgettable,unforgettable,3,48,Hiatus,60 min,3.88549,CBS,,
656,Unforgettable,Drama,/unforgettable,unforgettable,3,48,Hiatus,60 min,3.88549,CBS,,
657,Up All Night,Comedy,/up_all_night,upallnight,2,35,Concluded,30 min,3.375,NBC,,
658,Utopia,Reality,/utopia,utopia,1,14,Concluded,60 min,2.825,FOX,,
659,Victorious,Comedy,/Victorious,victorious,3,58,Concluded,30 min,3.64213,Nickelodeon,Victorious,California
660,Warehouse 13,Action,/Warehouse_13,warehouse13,5,64,Concluded,60 min,4.30602,N/A,,
661,Warehouse 13,Fantasy,/Warehouse_13,warehouse13,5,64,Concluded,60 min,4.30602,N/A,,
662,Wayward Pines,Drama,/wayward_pines,waywardpines,1,10,Current,60 min,3.71713,FOX,,
663,We Are Men,Comedy,/we_are_men,wearemen,1,2,Concluded,30 min,2.65951,CBS,,
664,Wedding Band,Comedy,/wedding_band,weddingband,1,10,Concluded,60 min,3.58,TBS,Wedding Band,Washington
665,Weeds,Comedy,/Weeds,weeds,8,101,Concluded,30 min,4.01803,Showtime,,
666,Weeds,Crime,/Weeds,weeds,8,101,Concluded,30 min,4.01803,Showtime,,
667,Weeds,Drama,/Weeds,weeds,8,101,Concluded,30 min,4.01803,Showtime,,
668,Weird Loners,Comedy,/weird_loners,weirdloners,1,6,Concluded,30 min,3.16395,FOX,,
669,Welcome to the Family,Comedy,/welcome_to_the_family,welcometothefamily,1,3,Concluded,30 min,2.81757,NBC,,
670,Wendell & Vinnie,Comedy,/wendell_and_vinnie,wendellvinnie,1,19,Concluded,30 min,4.16667,Nickelodeon,,
671,What Not to Wear,Reality,/What_Not_to_Wear,whatnottowear,10,349,Concluded,60 min,3.88095,TLC,,
672,What Would Ryan Lochte Do?,Reality,/what_would_ryan_lochte_do,whatwouldryanlochtedo,1,8,Concluded,30 min,2.55,E!,,
673,White Collar,Action,/White_Collar,whitecollar,6,81,Concluded,60 min,4.36655,USA Network,White Collar,New York
674,White Collar,Action,/White_Collar,whitecollar,6,81,Concluded,60 min,4.36673,USA Network,White Collar,New York
675,White Collar,Crime,/White_Collar,whitecollar,6,81,Concluded,60 min,4.36655,USA Network,White Collar,New York
676,White Collar,Crime,/White_Collar,whitecollar,6,81,Concluded,60 min,4.36673,USA Network,White Collar,New York
677,White Collar,Drama,/White_Collar,whitecollar,6,81,Concluded,60 min,4.36655,USA Network,White Collar,New York
678,White Collar,Drama,/White_Collar,whitecollar,6,81,Concluded,60 min,4.36673,USA Network,White Collar,New York
679,Whitechapel,Crime,/Whitechapel,whitechapel,4,18,Concluded,60 min,3.90062,BBC America,,
680,Whitney,Comedy,/Whitney,whitney,2,38,Concluded,30 min,3.73163,NBC,,
681,Who Do You Think You Are?,Reality,/Who_Do_You_Think_You_Are,whodoyouthinkyouare,7,50,Hiatus,60 min,3.93145,NBC,,
682,Whodunnit?,Reality,/Whodunnit,whodunnit,1,9,Concluded,60 min,3.63551,ABC,,
683,Wilfred,Comedy,/Wilfred,wilfred,2,16,Concluded,30 min,3.80833,N/A,,
684,Wipeout,Comedy,/Wipeout,wipeout,8,126,Hiatus,60 min,3.58065,ABC,,
685,Wipeout,Reality,/Wipeout,wipeout,8,126,Hiatus,60 min,3.58065,ABC,,
686,Witches of East End,Drama,/witches_of_east_end,witchesofeastend,2,23,Concluded,60 min,4.02314,Lifetime,,
687,Witches of East End,Fantasy,/witches_of_east_end,witchesofeastend,2,23,Concluded,60 min,4.02314,Lifetime,,
688,Wizards of Waverly Place,Comedy,/Wizards_of_Waverly_Place,wizardsofwaverlyplace,4,107,Concluded,30 min,3.86561,Disney Channel,Wizards of Waverly Place,New York
689,Wizards of Waverly Place,Fantasy,/Wizards_of_Waverly_Place,wizardsofwaverlyplace,4,107,Concluded,30 min,3.86561,Disney Channel,Wizards of Waverly Place,New York
690,Work It,Comedy,/work_it,workit,1,12,Concluded,30 min,2.02308,ABC,,
691,Working the Engels,Comedy,/working_the_engels,workingtheengels,1,12,Concluded,30 min,2.81,N/A,,
692,Young Justice,Action,/young_justice,youngjustice,2,46,Concluded,30 min,4.33431,Cartoon Network,,
693,Young Justice,Cartoons,/young_justice,youngjustice,2,46,Concluded,30 min,4.33431,Cartoon Network,,
694,Zach Stone Is Gonna Be Famous,Comedy,/zach_stone_is_gonna_be_famous,zachstoneisgonnabefamous,1,11,Concluded,30 min,3.90909,MTV,,
695,iCarly,Comedy,/iCarly,icarly,6,99,Concluded,30 min,3.76543,Nickelodeon,iCarly,Washington
